,X.1,X,City,TotalDeaths,Massachusetts.Cities.by.Population.Rank,Population,County,Year,Deaths,DeathsPerCapita,TotalDeathsPerCapita
1670,1670,1670,Sterling,4,203,8136,Worcester,2017,1,0.000122911,0.000491642
1671,1671,1671,Stockbridge,2,291,1906,Berkshire,2017,1,0.000524659,0.001049318
1672,1672,1672,Stoneham,27,90,22036,Middlesex,2017,6,0.000272282,0.001225268
1673,1673,1673,Stoughton,49,66,28528,Norfolk,2017,7,0.000245373,0.001717611
1674,1674,1674,Stow,3,217,7102,Middlesex,2017,1,0.000140805,0.000422416
1675,1675,1675,Sturbridge,10,186,9584,Worcester,2017,5,0.000521703,0.001043406
1676,1676,1676,Sudbury,0,101,18867,Middlesex,2017,0,0,0
1677,1677,1677,Sunderland,3,265,3644,Franklin,2017,1,0.000274424,0.000823271
1678,1678,1678,Sutton,1,188,9458,Worcester,2017,0,0,0.000105731
1679,1679,1679,Swampscott,15,132,15177,Essex,2017,2,0.000131778,0.000988338
1680,1680,1680,Swansea,15,121,16528,Bristol,2017,5,0.000302517,0.000907551
1681,1681,1681,Taunton,106,21,57139,Bristol,2017,29,0.000507534,0.001855125
1682,1682,1682,Templeton,12,202,8138,Worcester,2017,2,0.000245761,0.001474564
1683,1683,1683,Tewksbury,40,54,31247,Middlesex,2017,10,0.000320031,0.001280123
1684,1684,1684,Tisbury,6,261,4109,Dukes,2017,1,0.000243368,0.001460209
1685,1685,1685,Tolland,0,341,500,Hampden,2017,0,0,0
1686,1686,1686,Topsfield,4,226,6560,Essex,2017,1,0.000152439,0.000609756
1687,1687,1687,Townsend,13,187,9522,Middlesex,2017,4,0.00042008,0.001365259
1688,1688,1688,Truro,1,288,2004,Barnstable,2017,0,0,0.000499002
1689,1689,1689,Tyngsborough,11,156,12357,Middlesex,2017,3,0.000242777,0.000890184
1690,1690,1690,Tyringham,1,346,319,Berkshire,2017,0,0,0.003134796
1691,1691,1691,Upton,4,208,7926,Worcester,2017,1,0.000126167,0.000504668
1692,1692,1692,Uxbridge,9,143,13997,Worcester,2017,1,7.14E-05,0.000642995
1693,1693,1693,Wakefield,37,73,27157,Middlesex,2017,8,0.000294583,0.001362448
1694,1694,1694,Wales,1,292,1892,Hampden,2017,1,0.000528541,0.000528541
1695,1695,1695,Walpole,19,78,25073,Norfolk,2017,4,0.000159534,0.000757787
1696,1696,1696,Waltham,61,16,62442,Middlesex,2017,15,0.000240223,0.000976907
1697,1697,1697,Ware,21,183,9853,Hampshire,2017,2,0.000202984,0.002131331
1698,1698,1698,Wareham,57,89,22640,Plymouth,2017,16,0.000706714,0.002517668
1699,1699,1699,Warren,6,246,5218,Worcester,2017,1,0.000191644,0.001149866
1700,1700,1700,Warwick,1,333,762,Franklin,2017,0,0,0.001312336
1701,1701,1701,Washington,0,NA,536,Berkshire,2017,0,0,0
1702,1702,1702,Watertown,39,NA,35756,Middlesex,2017,8,0.000223739,0.001090726
1703,1703,1703,Wayland,6,147,13954,Middlesex,2017,2,0.000143328,0.000429984
1704,1704,1704,Webster,29,117,17020,Worcester,2017,10,0.000587544,0.001703878
1705,1705,1705,Wellesley,4,59,29479,Norfolk,2017,1,3.39E-05,0.00013569
1706,1706,1706,Wellfleet,4,282,2736,Barnstable,2017,2,0.000730994,0.001461988
1707,1707,1707,Wendell,0,328,883,Franklin,2017,0,0,0
1708,1708,1708,Wenham,4,244,5246,Essex,2017,1,0.000190621,0.000762486
1709,1709,1709,West Boylston,8,206,8056,Worcester,2017,3,0.000372393,0.000993049
1710,1710,1710,West Bridgewater,12,216,7231,Plymouth,2017,3,0.00041488,0.001659522
1711,1711,1711,West Brookfield,4,262,3779,Worcester,2017,0,0,0.001058481
1712,1712,1712,West Newbury,0,256,4637,Essex,2017,0,0,0
1713,1713,1713,West Springfield,39,NA,28704,Hampden,2017,11,0.000383222,0.001358696
1714,1714,1714,West Stockbridge,1,315,1267,Berkshire,2017,0,0,0.000789266
1715,1715,1715,West Tisbury,2,281,2898,Dukes,2017,0,0,0.000690131
1716,1716,1716,Westborough,11,99,19109,Worcester,2017,3,0.000156994,0.000575645
1717,1717,1717,Westfield,47,35,41700,Hampden,2017,10,0.000239808,0.001127098
1718,1718,1718,Westford,12,81,24310,Middlesex,2017,7,0.000287947,0.000493624
1719,1719,1719,Westhampton,0,305,1641,Hampshire,2017,0,0,0
1720,1720,1720,Westminster,3,211,7766,Worcester,2017,2,0.000257533,0.000386299
1721,1721,1721,Weston,4,159,12150,Middlesex,2017,2,0.000164609,0.000329218
1722,1722,1722,Westport,18,128,15910,Bristol,2017,6,0.000377121,0.001131364
1723,1723,1723,Westwood,8,124,16056,Norfolk,2017,0,0,0.000498256
1724,1724,1724,Weymouth,122,NA,56664,Norfolk,2017,31,0.000547085,0.002153042
1725,1725,1725,Whately,0,307,1551,Franklin,2017,0,0,0
1726,1726,1726,Whitman,23,135,15022,Plymouth,2017,9,0.000599121,0.001531088
1727,1727,1727,Wilbraham,3,137,14671,Hampden,2017,0,0,0.000204485
1728,1728,1728,Williamsburg,2,284,2492,Hampshire,2017,1,0.000401284,0.000802568
1729,1729,1729,Williamstown,3,210,7835,Berkshire,2017,0,0,0.000382897
1730,1730,1730,Wilmington,24,83,23803,Middlesex,2017,6,0.000252069,0.001008276
1731,1731,1731,Winchendon,9,175,10862,Worcester,2017,3,0.000276192,0.000828577
1732,1732,1732,Winchester,9,88,22838,Middlesex,2017,1,4.38E-05,0.00039408
1733,1733,1733,Windsor,0,330,873,Berkshire,2017,0,0,0
1734,1734,1734,Winthrop,26,NA,18625,Suffolk,2017,10,0.000536913,0.001395973
1735,1735,1735,Woburn,50,42,39701,Middlesex,2017,16,0.000403013,0.001259414
1736,1736,1736,Worcester,334,2,185677,Worcester,2017,79,0.00042547,0.001798823
1737,1737,1737,Worthington,0,321,1193,Hampshire,2017,0,0,0
1738,1738,1738,Wrentham,13,163,11838,Norfolk,2017,5,0.000422369,0.001098158
1739,1739,1739,Yarmouth,38,87,23339,Barnstable,2017,8,0.000342774,0.001628176
1740,1740,1740,Unknown,4,NA,NA,NA,2017,2,NA,NA
